2.489066375339118409e+01 1.535698708517353417e+01
3.183500113899144779e+01 2.227528344482809786e-02
-1.037329630600458685e+00 -1.226550461667743619e+01
4.732299815994849013e+01 1.340543771374785820e+01
-1.639448380875138156e+01 3.263804268146445509e+01
2.111159550984596933e+01 -2.475831429534751749e+01
-3.533713713904695908e+00 -4.702406830088578005e+01
-1.355097132811409111e+01 -3.439614107985005376e+01
-3.226961865754481806e+01 3.678896710470460363e+01
-4.600512409053103546e+00 -8.882186782746115838e+00
-4.834589580810253295e+01 -1.859299427412559425e+01
2.620637708943899113e+01 -2.763298201066556459e+01
-2.378256022348858068e+01 -4.313049722450513102e+00
-6.753488356796333747e+00 3.326191762741114388e+01
-3.958955374726583898e+01 2.121201651273947419e+01
-2.014607662400986854e+01 3.898597721036697550e+01
4.467222937647235881e+01 -3.310871771289006915e+01
4.751253707579930818e+01 -4.584934591013151106e+01
-1.087281363194192441e+00 1.661304668057663747e+01
-2.843588307136642968e+01 1.969863154970863395e+00
3.930090689876779209e+01 3.205593748952977506e+01
-7.680013385690410033e+00 8.831208866999917362e+00
5.313794456354347773e+00 4.794045975621974875e+00
-4.008262746909886687e+01 4.731832600400921507e+01
-8.597760657724895950e+00 -1.661080257142282335e+01
-2.075637382126653918e+01 9.290239973574143661e-01
2.979734453001498906e+01 -2.557550782133222356e+01
1.246152181418002058e+01 1.468088358900900836e+01
-1.679235271491298320e+01 -3.857776629485797315e+01
-3.064943939447319821e+01 6.470569186850183563e+00
-9.410265761321712219e+00 1.655590837112049840e+01
4.463636704813522371e+00 -3.024126309385876255e+01
8.646874614720967855e+00 4.419888770437302128e+01
-3.814821528078658730e+01 -9.708795501031897146e+00
2.238537917254609511e+01 4.245621380919273236e+01
2.248929714127111268e+01 6.849445599011194652e+00
-1.176041136388185038e+01 -4.894736040106759845e+01
3.942868578312590699e+01 2.067869732700759045e+01
4.947791887923970933e+01 9.353231663974215238e+00
1.497099395464400828e+01 -7.900536165485416262e+00
9.187520050794084625e+00 4.753597180902243480e+01
2.807951366013711336e+01 -8.746513743684259268e+00
-2.151482606972266964e+01 -1.601008340644657224e+01
-2.148289742976369254e+01 2.796107912463616785e+01
2.823760038702608455e+01 3.531587018538759537e+01
4.972950304460677096e+00 -3.248086149332773687e+01
9.697561716722569614e+00 -1.766993871063257160e+01
-1.747004092644994699e+01 3.460004684679164200e+01
-3.054513505804860074e+01 2.025626732631469196e+00
-5.752646786119730571e+00 1.692498878567782938e+01
-2.635682754099942926e+01 3.326553232610026356e+01
2.011180119601405636e+01 -2.879957398116326317e+01
-3.664501788958851591e+01 -3.797579788278980573e+01
5.985641981421130353e+00 2.517798120857729316e+01
7.278679617511207844e+00 4.173725381183622574e+01
3.264188693183708523e+01 -4.591965047416162093e+01
4.665563988379700788e+01 4.786578467717006902e+00
-3.907404727616646767e+01 1.218291739666009832e+01
-3.147033616928116473e+01 -2.798769656947648343e+01
1.196789028496043628e+01 -3.993789069770969746e+01
2.238694209021038262e+01 -4.765857248572263671e+01
2.082090284690971771e+01 -9.712978887760980840e+00
2.584078260119958514e+01 1.164178274893648002e+01
2.173120851946321963e+01 -2.295814947915070192e+01
-2.355234959613622436e+01 4.531664883084618012e+00
-4.946242975508040729e+01 -1.211507770612885082e+01
4.594079000745361441e+01 7.835308246628159168e+00
